task,submission,model,origin_source_bytes,orig_tc_shown_bytes,orig_tc_shown_fraction,orig_tc_shown_form,origin_truncated,reduced_source_bytes,reduced_tc_shown_bytes,reduced_tc_shown_fraction,reduced_tc_shown_form,reduced_truncated,no_tc_correct,orig_tc_correct,reduced_tc_correct,delta_reduced_origin,delta_reduced_no_test,orig_tc_prompt_contains_input,orig_tc_prompt_contains_expected,orig_tc_prompt_contains_actual,reduced_tc_prompt_contains_input,reduced_tc_prompt_contains_expected,reduced_tc_prompt_contains_actual
abc371d,66610631,GLM-4-9B-Chat,8211979,40960,0.004987835453549016,prefix_40960,True,84,84,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc371d,66715307,GLM-4-9B-Chat,8211979,40960,0.004987835453549016,prefix_40960,True,43,43,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc371d,66849751,GLM-4-9B-Chat,8211979,40960,0.004987835453549016,prefix_40960,True,84,84,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc371d,66850066,GLM-4-9B-Chat,8211979,40960,0.004987835453549016,prefix_40960,True,84,84,1.0,full,False,2,0,1,0.1,-0.1,True,True,True,True,True,True
abc372e,65729583,GLM-4-9B-Chat,1144843,40960,0.03577783154546082,prefix_40960,True,1144843,40960,0.03577783154546082,prefix_40960,True,0,0,0,0.0,0.0,True,True,True,True,True,True
abc372e,65229511,GLM-4-9B-Chat,18610,18610,1.0,full,False,52,52,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc372e,65229436,GLM-4-9B-Chat,18610,18610,1.0,full,False,52,52,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc372e,63234684,GLM-4-9B-Chat,18610,18610,1.0,full,False,18610,18610,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc372e,62871448,GLM-4-9B-Chat,18610,18610,1.0,full,False,18610,18610,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc372e,62870440,GLM-4-9B-Chat,18610,18610,1.0,full,False,18610,18610,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc372e,62869832,GLM-4-9B-Chat,18610,18610,1.0,full,False,18610,18610,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc372e,62869553,GLM-4-9B-Chat,18610,18610,1.0,full,False,18610,18610,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc372e,63594564,GLM-4-9B-Chat,2456068,40960,0.016677062687189444,prefix_40960,True,93,93,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc372e,63594225,GLM-4-9B-Chat,2456068,40960,0.016677062687189444,prefix_40960,True,93,93,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc373e,67236729,GLM-4-9B-Chat,896214,40960,0.04570336995405115,prefix_40960,True,28,28,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,False,False
abc373e,67229036,GLM-4-9B-Chat,1555770,40960,0.026327799096267444,prefix_40960,True,30,30,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,False,False
abc373e,67100851,GLM-4-9B-Chat,1555770,40960,0.026327799096267444,prefix_40960,True,30,30,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,False,False
abc373e,67066262,GLM-4-9B-Chat,1555770,40960,0.026327799096267444,prefix_40960,True,30,30,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,False,False
abc373e,67066226,GLM-4-9B-Chat,1555770,40960,0.026327799096267444,prefix_40960,True,30,30,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,False,False
abc373e,67066043,GLM-4-9B-Chat,1555770,40960,0.026327799096267444,prefix_40960,True,30,30,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,False,False
abc373e,67065995,GLM-4-9B-Chat,1555770,40960,0.026327799096267444,prefix_40960,True,30,30,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,False,False
abc373e,67059080,GLM-4-9B-Chat,1517326,40960,0.026994858059507316,prefix_40960,True,27,27,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc373e,67058914,GLM-4-9B-Chat,1517326,40960,0.026994858059507316,prefix_40960,True,27,27,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc373e,66836397,GLM-4-9B-Chat,1555770,40960,0.026327799096267444,prefix_40960,True,30,30,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,False,False
abc374e,67093981,GLM-4-9B-Chat,1213,1213,1.0,full,False,1206,1206,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc374e,67041262,GLM-4-9B-Chat,1371,1371,1.0,full,False,1364,1364,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc374e,67041400,GLM-4-9B-Chat,1513,1513,1.0,full,False,1506,1506,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc374e,67213607,GLM-4-9B-Chat,1513,1513,1.0,full,False,1506,1506,1.0,full,False,4,3,7,0.4,0.3,True,True,True,True,True,True
abc374e,67243557,GLM-4-9B-Chat,1513,1513,1.0,full,False,1506,1506,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc374e,66609580,GLM-4-9B-Chat,1371,1371,1.0,full,False,1364,1364,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc374e,66708613,GLM-4-9B-Chat,2413,2413,1.0,full,False,28,28,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc374e,67028820,GLM-4-9B-Chat,1371,1371,1.0,full,False,1364,1364,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc374e,66726283,GLM-4-9B-Chat,1213,1213,1.0,full,False,1206,1206,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,False,False
abc374e,67096409,GLM-4-9B-Chat,1513,1513,1.0,full,False,1506,1506,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc375c,67172723,GLM-4-9B-Chat,1028292,40960,0.03983304353238185,prefix_40960,True,7,7,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc375c,67163740,GLM-4-9B-Chat,1028292,40960,0.03983304353238185,prefix_40960,True,7,7,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc375c,67061482,GLM-4-9B-Chat,1028292,40960,0.03983304353238185,prefix_40960,True,7,7,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc375c,66923608,GLM-4-9B-Chat,1028292,40960,0.03983304353238185,prefix_40960,True,7,7,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc375c,66863024,GLM-4-9B-Chat,1028292,40960,0.03983304353238185,prefix_40960,True,7,7,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc375c,66862645,GLM-4-9B-Chat,1028292,40960,0.03983304353238185,prefix_40960,True,7,7,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc375c,66862484,GLM-4-9B-Chat,1028292,40960,0.03983304353238185,prefix_40960,True,7,7,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc375c,66862442,GLM-4-9B-Chat,1028292,40960,0.03983304353238185,prefix_40960,True,7,7,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc375c,66862386,GLM-4-9B-Chat,1028292,40960,0.03983304353238185,prefix_40960,True,7,7,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc375c,66824352,GLM-4-9B-Chat,4155592,40960,0.009856598049086628,prefix_40960,True,23,23,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376c,65060332,GLM-4-9B-Chat,3955096,40960,0.010356259367661366,prefix_40960,True,17,17,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376c,65060141,GLM-4-9B-Chat,3955096,40960,0.010356259367661366,prefix_40960,True,17,17,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376c,64980246,GLM-4-9B-Chat,3955096,40960,0.010356259367661366,prefix_40960,True,17,17,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376c,64977242,GLM-4-9B-Chat,3955096,40960,0.010356259367661366,prefix_40960,True,17,17,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376c,64962645,GLM-4-9B-Chat,1528091,40960,0.02680468637011801,prefix_40960,True,25,25,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376c,64962053,GLM-4-9B-Chat,3955621,40960,0.010354884858787028,prefix_40960,True,294696,40960,0.1389906887097212,prefix_40960,True,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376c,64955978,GLM-4-9B-Chat,3955621,40960,0.010354884858787028,prefix_40960,True,294696,40960,0.1389906887097212,prefix_40960,True,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376c,64955966,GLM-4-9B-Chat,3955621,40960,0.010354884858787028,prefix_40960,True,294696,40960,0.1389906887097212,prefix_40960,True,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376c,64955961,GLM-4-9B-Chat,3955096,40960,0.010356259367661366,prefix_40960,True,620,620,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376c,64955954,GLM-4-9B-Chat,3955621,40960,0.010354884858787028,prefix_40960,True,294696,40960,0.1389906887097212,prefix_40960,True,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376e,67092162,GLM-4-9B-Chat,2416933,40960,0.016947097830183958,prefix_40960,True,17,17,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376e,67027803,GLM-4-9B-Chat,2016905,40960,0.02030834372466725,prefix_40960,True,26,26,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376e,66915962,GLM-4-9B-Chat,1816674,40960,0.02254669797663202,prefix_40960,True,25,25,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376e,66495343,GLM-4-9B-Chat,2416933,40960,0.016947097830183958,prefix_40960,True,17,17,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376e,66075558,GLM-4-9B-Chat,2416933,40960,0.016947097830183958,prefix_40960,True,10,10,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376e,66075483,GLM-4-9B-Chat,2416933,40960,0.016947097830183958,prefix_40960,True,10,10,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376e,66075325,GLM-4-9B-Chat,2416933,40960,0.016947097830183958,prefix_40960,True,10,10,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376e,66074967,GLM-4-9B-Chat,2416933,40960,0.016947097830183958,prefix_40960,True,10,10,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376e,65936878,GLM-4-9B-Chat,2016905,40960,0.02030834372466725,prefix_40960,True,26,26,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376e,65710653,GLM-4-9B-Chat,1816674,40960,0.02254669797663202,prefix_40960,True,25,25,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376d,67251105,GLM-4-9B-Chat,2577853,40960,0.015889191509368454,prefix_40960,True,2577853,40960,0.015889191509368454,prefix_40960,True,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376d,67091871,GLM-4-9B-Chat,1729652,40960,0.02368106416782104,prefix_40960,True,36,36,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376d,67073362,GLM-4-9B-Chat,1729652,40960,0.02368106416782104,prefix_40960,True,36,36,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376d,66684636,GLM-4-9B-Chat,1729652,40960,0.02368106416782104,prefix_40960,True,36,36,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376d,66676091,GLM-4-9B-Chat,1729652,40960,0.02368106416782104,prefix_40960,True,36,36,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376d,66669463,GLM-4-9B-Chat,1729652,40960,0.02368106416782104,prefix_40960,True,45,45,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376d,66500367,GLM-4-9B-Chat,1729652,40960,0.02368106416782104,prefix_40960,True,16,16,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376d,66485044,GLM-4-9B-Chat,1729652,40960,0.02368106416782104,prefix_40960,True,36,36,1.0,full,False,3,1,6,0.5,0.3,True,True,True,True,True,True
abc376d,66484903,GLM-4-9B-Chat,1729652,40960,0.02368106416782104,prefix_40960,True,36,36,1.0,full,False,2,1,3,0.2,0.1,True,True,True,True,True,True
abc376d,66443013,GLM-4-9B-Chat,1729652,40960,0.02368106416782104,prefix_40960,True,36,36,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc377c,64880220,GLM-4-9B-Chat,1503973,40960,0.027234531470977204,prefix_40960,True,13,13,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc377c,64868673,GLM-4-9B-Chat,1503973,40960,0.027234531470977204,prefix_40960,True,13,13,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc377c,64698971,GLM-4-9B-Chat,482615,40960,0.08487096339732499,prefix_40960,True,31,31,1.0,full,False,1,0,0,0.0,-0.1,True,True,True,True,True,True
abc377c,64698368,GLM-4-9B-Chat,482615,40960,0.08487096339732499,prefix_40960,True,31,31,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc377c,64493881,GLM-4-9B-Chat,1557078,40960,0.026305682823853396,prefix_40960,True,14,14,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc377c,64493735,GLM-4-9B-Chat,1557078,40960,0.026305682823853396,prefix_40960,True,14,14,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc377c,64188365,GLM-4-9B-Chat,1557078,40960,0.026305682823853396,prefix_40960,True,22,22,1.0,full,False,1,0,0,0.0,-0.1,True,True,True,True,True,True
abc377c,63949262,GLM-4-9B-Chat,482615,40960,0.08487096339732499,prefix_40960,True,31,31,1.0,full,False,0,1,0,-0.1,0.0,True,True,True,True,True,True
abc377c,63949051,GLM-4-9B-Chat,482615,40960,0.08487096339732499,prefix_40960,True,31,31,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc377c,63948871,GLM-4-9B-Chat,482615,40960,0.08487096339732499,prefix_40960,True,31,31,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc377f,64672933,GLM-4-9B-Chat,5443,5443,1.0,full,False,10,10,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc377f,64672896,GLM-4-9B-Chat,5443,5443,1.0,full,False,10,10,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc377f,59971129,GLM-4-9B-Chat,5443,5443,1.0,full,False,5,5,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc377f,67095334,GLM-4-9B-Chat,11657,11657,1.0,full,False,31,31,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc377f,61466538,GLM-4-9B-Chat,5443,5443,1.0,full,False,10,10,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc377f,61644105,GLM-4-9B-Chat,11657,11657,1.0,full,False,19,19,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc377f,67095303,GLM-4-9B-Chat,11657,11657,1.0,full,False,31,31,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc377f,61466557,GLM-4-9B-Chat,5443,5443,1.0,full,False,10,10,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc377f,61026107,GLM-4-9B-Chat,5443,5443,1.0,full,False,5,5,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc377f,61634046,GLM-4-9B-Chat,11657,11657,1.0,full,False,19,19,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc361c,67213592,DeepSeek-V3,6904,6904,1.0,full,False,6903,6903,1.0,full,False,3,5,6,0.1,0.3,True,True,True,True,True,True
abc361c,67186860,DeepSeek-V3,6904,6904,1.0,full,False,6903,6903,1.0,full,False,10,10,10,0.0,0.0,True,True,True,True,True,True
abc361c,67182020,DeepSeek-V3,6904,6904,1.0,full,False,6903,6903,1.0,full,False,10,10,10,0.0,0.0,True,True,True,True,True,True
abc361c,67107765,DeepSeek-V3,6904,6904,1.0,full,False,6903,6903,1.0,full,False,10,10,10,0.0,0.0,True,True,True,True,True,True
abc361c,67095560,DeepSeek-V3,6904,6904,1.0,full,False,6903,6903,1.0,full,False,8,10,10,0.0,0.2,True,True,True,True,True,True
abc361c,67095547,DeepSeek-V3,6904,6904,1.0,full,False,6903,6903,1.0,full,False,10,10,10,0.0,0.0,True,True,True,True,True,True
abc361c,67030359,DeepSeek-V3,6904,6904,1.0,full,False,6903,6903,1.0,full,False,10,10,10,0.0,0.0,True,True,True,True,True,True
abc361c,67026479,DeepSeek-V3,6904,6904,1.0,full,False,23,23,1.0,full,False,6,10,8,-0.2,0.2,True,True,True,True,True,True
abc361c,66894391,DeepSeek-V3,6904,6904,1.0,full,False,6903,6903,1.0,full,False,10,8,9,0.1,-0.1,True,True,True,True,True,True
abc361c,66704499,DeepSeek-V3,6904,6904,1.0,full,False,6903,6903,1.0,full,False,10,10,10,0.0,0.0,True,True,True,True,True,True
abc362d,67088863,DeepSeek-V3,678706,20480,0.03017506843905903,prefix_20480,True,24,24,1.0,full,False,9,6,5,-0.1,-0.4,True,True,True,True,True,True
abc362d,67055151,DeepSeek-V3,3038015,20480,0.006741243871409457,prefix_20480,True,76,76,1.0,full,False,8,10,7,-0.3,-0.1,True,True,True,True,True,True
abc362d,66901805,DeepSeek-V3,3038015,20480,0.006741243871409457,prefix_20480,True,22,22,1.0,full,False,10,10,10,0.0,0.0,True,True,True,True,True,True
abc362d,66901765,DeepSeek-V3,3038015,20480,0.006741243871409457,prefix_20480,True,23,23,1.0,full,False,9,9,9,0.0,0.0,True,True,True,True,True,True
abc362d,66824420,DeepSeek-V3,26198,20480,0.7817390640506909,prefix_20480,True,24,24,1.0,full,False,5,8,8,0.0,0.3,True,True,True,True,True,True
abc362d,66485839,DeepSeek-V3,678706,20480,0.03017506843905903,prefix_20480,True,24,24,1.0,full,False,10,10,10,0.0,0.0,True,True,True,True,True,True
abc362d,66485778,DeepSeek-V3,678706,20480,0.03017506843905903,prefix_20480,True,24,24,1.0,full,False,10,10,10,0.0,0.0,True,True,True,True,True,True
abc362d,66485717,DeepSeek-V3,26198,20480,0.7817390640506909,prefix_20480,True,24,24,1.0,full,False,10,10,10,0.0,0.0,True,True,True,True,True,True
abc362d,66246685,DeepSeek-V3,3038015,20480,0.006741243871409457,prefix_20480,True,75,75,1.0,full,False,10,10,10,0.0,0.0,True,True,True,True,True,True
abc362d,65947516,DeepSeek-V3,678706,20480,0.03017506843905903,prefix_20480,True,24,24,1.0,full,False,10,9,7,-0.2,-0.3,True,True,True,True,True,True
abc363e,67112937,DeepSeek-V3,5885,5885,1.0,full,False,17,17,1.0,full,False,6,5,5,0.0,-0.1,True,True,True,True,True,True
abc363e,67112907,DeepSeek-V3,5885,5885,1.0,full,False,17,17,1.0,full,False,5,9,2,-0.7,-0.3,True,True,True,True,True,True
abc363e,67012798,DeepSeek-V3,6446038,20480,0.003177145403114285,prefix_20480,True,18,18,1.0,full,False,10,7,5,-0.2,-0.5,True,True,True,True,True,True
abc363e,66903504,DeepSeek-V3,5853455,20480,0.0034987883224522954,prefix_20480,True,16,16,1.0,full,False,8,9,7,-0.2,-0.1,True,True,True,True,True,True
abc363e,66903440,DeepSeek-V3,5853455,20480,0.0034987883224522954,prefix_20480,True,16,16,1.0,full,False,3,7,7,0.0,0.4,True,True,True,True,True,True
abc363e,66879782,DeepSeek-V3,5833173,40960,0.007021907287851741,prefix_40960,True,5833173,40960,0.007021907287851741,prefix_40960,True,8,9,7,-0.2,-0.1,True,False,False,True,False,False
abc363e,66867492,DeepSeek-V3,5885,5885,1.0,full,False,17,17,1.0,full,False,9,8,8,0.0,-0.1,True,True,True,True,True,True
abc363e,66698060,DeepSeek-V3,5885,5885,1.0,full,False,17,17,1.0,full,False,7,9,8,-0.1,0.1,True,True,True,True,True,True
abc363e,66451108,DeepSeek-V3,5885,5885,1.0,full,False,17,17,1.0,full,False,5,3,1,-0.2,-0.4,True,True,True,True,True,True
abc363e,66451062,DeepSeek-V3,5885,5885,1.0,full,False,17,17,1.0,full,False,7,6,3,-0.3,-0.4,True,True,True,True,True,True
abc364d,67175419,DeepSeek-V3,682693,20480,0.02999884281807489,prefix_20480,True,224017,20480,0.09142163317962476,prefix_20480,True,7,7,8,0.1,0.1,True,True,True,True,True,True
abc364d,66949397,DeepSeek-V3,682693,20480,0.02999884281807489,prefix_20480,True,29,29,1.0,full,False,10,9,10,0.1,0.0,True,True,True,True,True,True
abc364d,66687736,DeepSeek-V3,682693,20480,0.02999884281807489,prefix_20480,True,29,29,1.0,full,False,7,5,6,0.1,-0.1,True,True,True,True,True,True
abc364d,66684832,DeepSeek-V3,682693,20480,0.02999884281807489,prefix_20480,True,29,29,1.0,full,False,6,5,9,0.4,0.3,True,True,True,True,True,True
abc364d,66684578,DeepSeek-V3,682693,20480,0.02999884281807489,prefix_20480,True,29,29,1.0,full,False,6,7,7,0.0,0.1,True,True,True,True,True,True
abc364d,65154558,DeepSeek-V3,2688994,20480,0.007616231200218372,prefix_20480,True,29,29,1.0,full,False,3,3,5,0.2,0.2,True,True,True,True,True,True
abc364d,65154456,DeepSeek-V3,2688994,20480,0.007616231200218372,prefix_20480,True,29,29,1.0,full,False,2,7,2,-0.5,0.0,True,True,True,True,True,True
abc364d,65154395,DeepSeek-V3,2688994,20480,0.007616231200218372,prefix_20480,True,29,29,1.0,full,False,4,2,0,-0.2,-0.4,True,True,True,True,True,True
abc364d,65154375,DeepSeek-V3,2688994,20480,0.007616231200218372,prefix_20480,True,29,29,1.0,full,False,4,2,2,0.0,-0.2,True,True,True,True,True,True
abc364d,65154236,DeepSeek-V3,2688994,20480,0.007616231200218372,prefix_20480,True,29,29,1.0,full,False,3,4,3,-0.1,0.0,True,True,True,True,True,True
abc365d,67035548,DeepSeek-V3,200008,20480,0.10239590416383344,prefix_20480,True,7,7,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc365d,67113943,DeepSeek-V3,200008,20480,0.10239590416383344,prefix_20480,True,6,6,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc365d,67113921,DeepSeek-V3,200008,20480,0.10239590416383344,prefix_20480,True,6,6,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc365d,67228375,DeepSeek-V3,200008,20480,0.10239590416383344,prefix_20480,True,8,8,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc365d,67225698,DeepSeek-V3,200008,20480,0.10239590416383344,prefix_20480,True,4,4,1.0,full,False,0,0,0,0.0,0.0,True,False,False,True,False,False
abc365d,66992050,DeepSeek-V3,200008,20480,0.10239590416383344,prefix_20480,True,6,6,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc365d,66993696,DeepSeek-V3,200008,20480,0.10239590416383344,prefix_20480,True,6,6,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc365d,67035523,DeepSeek-V3,200008,20480,0.10239590416383344,prefix_20480,True,6,6,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc365d,67228302,DeepSeek-V3,200008,20480,0.10239590416383344,prefix_20480,True,6,6,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc365d,67283559,DeepSeek-V3,200008,40960,0.20479180832766689,prefix_40960,True,8,8,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc366c,67028599,DeepSeek-V3,1088924,20480,0.01880755681755568,prefix_20480,True,31,31,1.0,full,False,10,10,10,0.0,0.0,True,True,True,True,True,True
abc366c,66889857,DeepSeek-V3,1088924,20480,0.01880755681755568,prefix_20480,True,31,31,1.0,full,False,10,10,10,0.0,0.0,True,True,True,True,True,True
abc366c,66889844,DeepSeek-V3,1088924,20480,0.01880755681755568,prefix_20480,True,31,31,1.0,full,False,10,10,10,0.0,0.0,True,True,True,True,True,True
abc366c,66875780,DeepSeek-V3,1088924,20480,0.01880755681755568,prefix_20480,True,31,31,1.0,full,False,10,10,10,0.0,0.0,True,True,True,True,True,True
abc366c,66808962,DeepSeek-V3,1088924,20480,0.01880755681755568,prefix_20480,True,22,22,1.0,full,False,10,10,10,0.0,0.0,True,True,True,True,True,True
abc366c,66658547,DeepSeek-V3,1088924,20480,0.01880755681755568,prefix_20480,True,31,31,1.0,full,False,10,10,10,0.0,0.0,True,True,True,True,True,True
abc366c,66290391,DeepSeek-V3,1088924,20480,0.01880755681755568,prefix_20480,True,31,31,1.0,full,False,10,10,10,0.0,0.0,True,True,True,True,True,True
abc366c,66053042,DeepSeek-V3,1088924,20480,0.01880755681755568,prefix_20480,True,22,22,1.0,full,False,10,10,10,0.0,0.0,True,True,True,True,True,True
abc366c,65549527,DeepSeek-V3,1088924,20480,0.01880755681755568,prefix_20480,True,4,4,1.0,full,False,0,9,2,-0.7,0.2,True,True,True,True,True,True
abc366c,65541312,DeepSeek-V3,1088924,20480,0.01880755681755568,prefix_20480,True,4,4,1.0,full,False,0,9,3,-0.6,0.3,True,True,True,True,True,True
abc367d,67202273,DeepSeek-V3,2199915,20480,0.009309450592409252,prefix_20480,True,2199910,20480,0.009309471751117092,prefix_20480,True,0,0,2,0.2,0.2,True,True,True,True,True,True
abc367d,67193151,DeepSeek-V3,166156,20480,0.12325766147475867,prefix_20480,True,11,20480,1861.8181818181818,not_source_prefix,True,0,0,2,0.2,0.2,True,True,True,True,True,True
abc367d,66154485,DeepSeek-V3,166156,20480,0.12325766147475867,prefix_20480,True,11,40960,3723.6363636363635,not_source_prefix,True,0,0,0,0.0,0.0,True,True,True,True,True,True
abc367d,67193160,DeepSeek-V3,166156,40960,0.24651532294951733,prefix_40960,True,11,20480,1861.8181818181818,not_source_prefix,True,0,0,2,0.2,0.2,True,True,True,True,True,True
abc367d,65761143,DeepSeek-V3,166156,20480,0.12325766147475867,prefix_20480,True,11,11,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc367d,63618307,DeepSeek-V3,166156,40960,0.24651532294951733,prefix_40960,True,166154,40960,0.24651829026084235,prefix_40960,True,0,0,0,0.0,0.0,True,True,True,True,True,True
abc367d,66250755,DeepSeek-V3,399999,40960,0.10240025600064,prefix_40960,True,11,11,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc367d,63618182,DeepSeek-V3,166156,40960,0.24651532294951733,prefix_40960,True,11,11,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc367d,63090199,DeepSeek-V3,166156,40960,0.24651532294951733,prefix_40960,True,11,11,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc367d,63618273,DeepSeek-V3,166156,40960,0.24651532294951733,prefix_40960,True,11,11,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc368c,67191225,DeepSeek-V3,1978074,20480,0.010353505480583638,prefix_20480,True,22,22,1.0,full,False,1,4,2,-0.2,0.1,True,True,True,True,True,True
abc368c,67188516,DeepSeek-V3,1978074,20480,0.010353505480583638,prefix_20480,True,22,22,1.0,full,False,4,6,2,-0.4,-0.2,True,True,True,True,True,True
abc368c,67112272,DeepSeek-V3,1978074,20480,0.010353505480583638,prefix_20480,True,22,22,1.0,full,False,3,0,0,0.0,-0.3,True,True,True,True,True,True
